tile_id,province_id,biome,latitude,longitude
8310c5fffffffff,RUS-2386,Forest_Cell,59.13025096312039,59.25741066848413
8308c4fffffffff,WHOLE_SE,Forest_Cell,66.27868541164895,21.684386986187715
839cc6fffffffff,WHOLE_PG,Plains_Cell,-9.134593691673823,141.4035131135528
83b845fffffffff,AUS-2651,Forest_Cell,-30.887486779344158,121.3197725441148
831351fffffffff,CAN-635,Forest_Cell,62.35956879052782,-110.74741024726275
83c308fffffffff,WHOLE_AR,Plains_Cell,-40.93094917287375,-62.5795042100757
83efaefffffffff,WHOLE_AQ,Glacial_Cell,-80.24237177033673,-10.373763345301443
833d5afffffffff,CHN-1662,Mountain_Cell,32.318667146991174,89.40110307768069
830685fffffffff,WHOLE_GL,Glacial_Cell,73.14242986238811,-48.52217588708214
830af0fffffffff,RUS-2603,Forest_Cell,62.97267722334415,102.34642144008707
832566fffffffff,RUS-2602,Forest_Cell,54.64509531465123,103.81759269002498
83390bfffffffff,WHOLE_ES,Forest_Cell,38.33733134255447,-2.1412676200751792
83eeb4fffffffff,WHOLE_AQ,Glacial_Cell,-73.43191007543872,-1.0482757079414453
8304a6fffffffff,RUS-2612,Forest_Cell,68.74561285911138,133.64946769860387
839cdbfffffffff,IDN-558,Coastal_Cell,-5.651081873374592,138.4626468448628
8353b6fffffffff,WHOLE_SD,Desert_Cell,21.537686401877007,31.568364825556994
837b6dfffffffff,WHOLE_TZ,Plains_Cell,-9.504167126075085,38.69842776342734
83e763fffffffff,WHOLE_AQ,Glacial_Cell,-73.51835226974174,15.052392547740373
830a0afffffffff,RUS-2603,Ice_Cell,65.71386309333704,95.49161316504437
83f11dfffffffff,WHOLE_AQ,Glacial_Cell,-82.93929849276662,99.76902679048074
830ce0fffffffff,USA-3563,Ice_Cell,59.76230389380167,-158.05978745893526
83131dfffffffff,CAN-635,Forest_Cell,64.38979305769054,-121.91533521328306
83128afffffffff,CAN-633,Forest_Cell,51.754320623919,-125.32305938945936
830b58fffffffff,RUS-2603,Ice_Cell,69.60524662151433,82.59812222967491
838183fffffffff,BRA-1313,Coastal_Cell,-7.560539202026154,-34.90104319119113
834085fffffffff,CHN-1807,Forest_Cell,32.47373159033648,111.36664657578508
83a96dfffffffff,WHOLE_AR,Plains_Cell,-27.55046764206291,-60.94857625675454
838a8efffffffff,BRA-592,Forest_Cell,-2.3800589906561433,-56.990115711704675
833ef4fffffffff,WHOLE_LY,Desert_Cell,23.05104661587522,23.46528220324941
83251efffffffff,WHOLE_MN,Desert_Cell,48.194865954013125,94.66553977079931
8320b1fffffffff,WHOLE_TJ,Plains_Cell,37.89810937226397,68.44080176341494
83521bfffffffff,WHOLE_YE,Plains_Cell,15.267504122062652,43.90147390552233
8306b2fffffffff,WHOLE_GL,Glacial_Cell,76.80382873145582,-55.23625292333718
835933fffffffff,WHOLE_ML,Desert_Cell,20.229055544087775,-0.5023248118339789
836898fffffffff,IDN-1185,Forest_Cell,-2.2118135057785047,115.88408536974369
83545dfffffffff,WHOLE_GN,Plains_Cell,10.322681586861442,-8.491570325572392
8331aefffffffff,CHN-1811,Forest_Cell,40.9556001867349,116.29115161844122
83970bfffffffff,WHOLE_ZW,Plains_Cell,-18.359637112580973,29.361522203725
8331b0fffffffff,CHN-1838,Plains_Cell,40.08278076517867,112.09500101654747
831384fffffffff,CAN-636,Forest_Cell,61.80342944427728,-134.00477927897268
836ba1fffffffff,WHOLE_TD,Plains_Cell,10.455707965326177,18.942926799677444
831254fffffffff,CAN-632,Forest_Cell,56.13038189583305,-111.60786001555407
830eb1fffffffff,CAN-634,Ice_Cell,60.725660694033316,-94.46736287066147
83ac81fffffffff,WHOLE_NA,Plains_Cell,-19.08486931870373,14.619659532429745
839754fffffffff,WHOLE_ZW,Plains_Cell,-19.27464705105531,27.44259490297431
83250cfffffffff,RUS-2605,Plains_Cell,51.508664481325866,98.15496869069452
830a52fffffffff,RUS-2603,Forest_Cell,67.73268127521143,100.62766744346025
83200efffffffff,WHOLE_KZ,Desert_Cell,45.90095425453419,74.46469312663912
835874fffffffff,WHOLE_NE,Plains_Cell,16.144055522765207,10.698124072606763
835835fffffffff,WHOLE_NE,Plains_Cell,15.885926036888955,3.9601585954675027
8381acfffffffff,BRA-624,Forest_Cell,-10.469351983149506,-38.004189800253066
83a791fffffffff,AUS-2651,Desert_Cell,-22.179785708282413,120.25278809838393
83a7a5fffffffff,AUS-2651,Desert_Cell,-27.253044665527423,118.67077551331764
8310e8fffffffff,RUS-2386,Forest_Cell,60.90065930885625,60.88391570053713
83a808fffffffff,BRA-1311,Forest_Cell,-21.805407563412675,-51.76504674253373
831266fffffffff,CAN-631,Forest_Cell,58.99867264354454,-106.5692511229809
8330a0fffffffff,CHN-1814,Forest_Cell,36.13285651548774,118.61649406095495
83392bfffffffff,WHOLE_ES,Forest_Cell,41.094486940978975,-3.4948092100230856
832672fffffffff,USA-3531,Plains_Cell,40.56470967100689,-92.88647113802051
83b24cfffffffff,WHOLE_AR,Plains_Cell,-31.07782350739186,-62.07668075989023
83006bfffffffff,WHOLE_GL,Ice_Cell,82.66445379002907,-29.91544205587694
8329b5fffffffff,USA-3521,Desert_Cell,34.00732141572322,-114.84804620375466
831731fffffffff,RUS-2615,Forest_Cell,61.888611460137355,150.8817943304519
830e0dfffffffff,CAN-683,Forest_Cell,57.455650998463376,-73.48813912122618
83b2e5fffffffff,WHOLE_AR,Mountain_Cell,-30.92654693209537,-69.09862786260926
834cc6fffffffff,WHOLE_DO,Forest_Cell,18.584337389323828,-68.42387509025458
833c82fffffffff,IND-2444,Forest_Cell,19.939666829575156,83.79021839711955
83f18efffffffff,WHOLE_AQ,Glacial_Cell,-76.59995847956407,98.88262930082854
83828efffffffff,WHOLE_CM,Forest_Cell,2.519790817412362,12.632817936996261
83420cfffffffff,WHOLE_PK,Desert_Cell,27.35215564642411,65.0413613388627
8396dcfffffffff,WHOLE_CD,Plains_Cell,-3.8968308929320497,25.410821815776536
838cf3fffffffff,IDN-1225,Forest_Cell,-3.10426489470203,101.93520585585503
830686fffffffff,WHOLE_GL,Glacial_Cell,74.64930981648821,-53.0507319352492
835406fffffffff,WHOLE_MR,Plains_Cell,17.370182171591452,-14.217218134194807
831e10fffffffff,WHOLE_AT,Forest_Cell,46.84548643153597,15.061696282231408
836ae1fffffffff,WHOLE_CD,Plains_Cell,3.6067620089915646,30.448600756245106
83810efffffffff,BRA-624,Plains_Cell,-10.978909406278277,-43.184475414647196
8330c1fffffffff,WHOLE_KR,Industrial_Cell,35.50841652882051,128.8718256175212
8315b2fffffffff,WHOLE_MN,Plains_Cell,48.891106665771694,114.46002853386173
8320cbfffffffff,CHN-1756,Desert_Cell,40.45572746876989,85.87063208688674
836590fffffffff,WHOLE_LA,Forest_Cell,14.375208941761965,106.09890297515992
832412fffffffff,CHN-1838,Desert_Cell,41.76731300818635,98.30070706076658
83f151fffffffff,WHOLE_AQ,Glacial_Cell,-83.74257305908934,52.38333401644336
830229fffffffff,CAN-634,Ice_Cell,78.91121733708513,-87.51327886846957
832642fffffffff,USA-3531,Forest_Cell,38.0239926190654,-91.01591061499444
83b8f1fffffffff,AUS-2651,Desert_Cell,-24.526726749361384,127.79007407697806
83a828fffffffff,BRA-613,Forest_Cell,-24.329006531417864,-52.885017029423075
833844fffffffff,WHOLE_DZ,Forest_Cell,35.78863560064814,7.747407338010837
835430fffffffff,WHOLE_MR,Desert_Cell,19.10498013083684,-14.838765503865059
83a870fffffffff,BRA-600,Forest_Cell,-22.069337020489794,-54.82262102258532
832463fffffffff,WHOLE_MN,Plains_Cell,47.18460371786678,111.47553316365588
8340dcfffffffff,CHN-1809,Mountain_Cell,34.070699466035734,102.7085002473342
830e05fffffffff,CAN-683,Ice_Cell,60.502110142497486,-74.81407419973148
833d0bfffffffff,CHN-1662,Mountain_Cell,32.69848279332651,83.72853878307326
831e29fffffffff,WHOLE_PL,Forest_Cell,50.510470307888895,23.447015084068113
836646fffffffff,WHOLE_CO,Plains_Cell,5.06796974250455,-69.44019987271794
8312e2fffffffff,CAN-632,Forest_Cell,53.6509183578059,-117.40138021266417
83bcd1fffffffff,ZAF-1210,Plains_Cell,-25.372027370117582,29.60963563909858
833c15fffffffff,IND-3258,Forest_Cell,27.106131279881712,84.54603896568791
833d36fffffffff,WHOLE_PK,Forest_Cell,32.539040960143716,74.27247550404111
833115fffffffff,CHN-1838,Plains_Cell,44.29444535641499,118.11074699960807
83cfa1fffffffff,WHOLE_AR,Plains_Cell,-50.49609025640638,-71.10149801625921
834450fffffffff,USA-3541,Industrial_Cell,30.678918336394926,-88.13651698010369
830d0afffffffff,USA-3563,Ice_Cell,69.18061915036424,-154.87553443430923
838040fffffffff,BRA-594,Forest_Cell,-0.2631273832081872,-49.050090426927895
834266fffffffff,WHOLE_AF,Desert_Cell,31.675323011229402,67.1924419246778
83f2e6fffffffff,WHOLE_AQ,Glacial_Cell,-80.29787878257999,-118.54889126326323
839d49fffffffff,AUS-2650,Plains_Cell,-21.789264492634146,137.97598195375704
833f8afffffffff,WHOLE_LY,Desert_Cell,26.195240891909453,16.39172738142824
836613fffffffff,WHOLE_PA,Forest_Cell,7.783415331101395,-77.87099607368026
83f143fffffffff,WHOLE_AQ,Glacial_Cell,-83.956101777051,34.603195864872106
836b0cfffffffff,WHOLE_SD,Plains_Cell,14.053727225831496,24.859936042876082
83411dfffffffff,CHN-1180,Industrial_Cell,22.605465486071974,113.11952938812708
831554fffffffff,RUS-2612,Forest_Cell,60.286590911023154,121.83501066790838
832783fffffffff,USA-3515,Plains_Cell,46.869063575646145,-106.42626319114055
834524fffffffff,WHOLE_HN,Forest_Cell,14.290119333554845,-88.62979050714624
831385fffffffff,CAN-636,Forest_Cell,61.658344498804986,-131.96442138904257
83310bfffffffff,CHN-1813,Forest_Cell,42.37828797666813,123.49653815633118
8338acfffffffff,WHOLE_DZ,Desert_Cell,29.525100265710233,-2.2011746821558926
833834fffffffff,WHOLE_MA,Forest_Cell,34.930622553245286,-4.716288430688684
831091fffffffff,WHOLE_KZ,Plains_Cell,50.56474683847581,49.7129335389109
832d6dfffffffff,RUS-2377,Plains_Cell,50.967125176250256,40.341169534013055
8338f6fffffffff,WHOLE_DZ,Desert_Cell,28.03201450721834,0.4765716511746844
83144cfffffffff,RUS-2614,Forest_Cell,59.80619953204595,143.61910159389018
8324cafffffffff,CHN-1804,Mountain_Cell,37.337312017233685,108.96365350765814
838a04fffffffff,BRA-595,Forest_Cell,-8.818176785375831,-62.857391417223035
832cf6fffffffff,WHOLE_IR,Forest_Cell,35.45201903613476,49.17430871335322
830d08fffffffff,USA-3563,Ice_Cell,69.58531526379404,-151.9412889316098
839753fffffffff,WHOLE_ZM,Plains_Cell,-17.17480600383307,26.336223539118226
833852fffffffff,WHOLE_DZ,Desert_Cell,31.60549853870607,5.566785960485025
832068fffffffff,RUS-2399,Plains_Cell,51.877835128036274,85.24235905734105
830253fffffffff,CAN-634,Ice_Cell,73.56594086076551,-93.28117574869964
836945fffffffff,WHOLE_PH,Forest_Cell,16.117581148878937,119.9856867713454
837a83fffffffff,WHOLE_SO,Plains_Cell,6.8822987950427885,48.29918094894925
8372d5fffffffff,WHOLE_PG,Forest_Cell,-3.1142124995771354,141.6029866047597
833026fffffffff,CHN-1813,Forest_Cell,41.401264201199254,121.54034877152023
838172fffffffff,BRA-596,Plains_Cell,-10.310967962852327,-46.26846557882999
835852fffffffff,WHOLE_NG,Plains_Cell,11.450429285369777,11.570183423296633
836b80fffffffff,WHOLE_CF,Plains_Cell,7.735769160922363,18.376990174774676
833eb0fffffffff,WHOLE_TD,Desert_Cell,22.134199699056467,15.216254555061015
834042fffffffff,CHN-1810,Forest_Cell,26.435521583490754,101.11001189059569
830583fffffffff,RUS-2612,Forest_Cell,70.26388628867647,124.58062675678336
830aa5fffffffff,RUS-2603,Forest_Cell,59.910985561850815,92.90149798400026
83660cfffffffff,WHOLE_CO,Forest_Cell,7.686665701157066,-73.02723227583287
835542fffffffff,WHOLE_MR,Desert_Cell,18.799021556664297,-6.881841172115054
8304f6fffffffff,RUS-2612,Forest_Cell,69.05378890395262,150.9430323737404
83216bfffffffff,RUS-2403,Forest_Cell,56.359767053236624,76.11065825163385
83b8a9fffffffff,AUS-2650,Desert_Cell,-25.291132056433742,130.56907321558666
833992fffffffff,WHOLE_MA,Forest_Cell,28.240134182973055,-11.506445976434827
83034cfffffffff,WHOLE_GL,Glacial_Cell,78.90053851682204,-58.19633344253943
834066fffffffff,CHN-1810,Forest_Cell,22.94657632066222,103.34385203287098
835351fffffffff,WHOLE_SA,Desert_Cell,23.244473585498103,47.43543726399778
83f294fffffffff,WHOLE_AQ,Glacial_Cell,-88.16218494974719,151.64065417537603
83385cfffffffff,WHOLE_TN,Desert_Cell,32.902195229395126,8.726161037720534
83a822fffffffff,BRA-614,Forest_Cell,-26.10373140992903,-49.852185972074686
833e4afffffffff,WHOLE_EG,Desert_Cell,25.27869822952262,34.57616820996375
832021fffffffff,WHOLE_KZ,Desert_Cell,49.033605628287724,70.19827352356542
833f93fffffffff,WHOLE_LY,Desert_Cell,25.063758974041104,11.939929298802253
836672fffffffff,WHOLE_CO,Forest_Cell,6.379929852042461,-71.22846491715958
832653fffffffff,USA-3531,Forest_Cell,37.39174614497538,-93.58772192264183
836641fffffffff,WHOLE_CO,Forest_Cell,3.7560113905138923,-67.66579246952651
83390cfffffffff,WHOLE_ES,Forest_Cell,40.04252036193206,-3.9391010394951773
8326cafffffffff,USA-3536,Plains_Cell,32.9601454011137,-98.01732138218573
83ef64fffffffff,WHOLE_AQ,Glacial_Cell,-77.30510790936943,-82.97431295179139
838ab1fffffffff,BRA-594,Forest_Cell,-5.888205655132453,-55.190837804538994
838aeafffffffff,BRA-592,Forest_Cell,0.08437919665557425,-64.22681081047935
834220fffffffff,WHOLE_IR,Desert_Cell,28.32093545076832,60.635141463965276
837518fffffffff,WHOLE_CI,Forest_Cell,6.073845621682468,-4.7484589097327286
838151fffffffff,BRA-593,Plains_Cell,-7.3530164204903565,-47.21762568402281
835f5cfffffffff,WHOLE_VE,Forest_Cell,9.211322763489191,-61.13447787401928
834815fffffffff,WHOLE_MX,Forest_Cell,24.351711305647523,-105.98264042632778
833c46fffffffff,CHN-1662,Mountain_Cell,30.462332226980475,93.28567050292925
83489afffffffff,USA-3536,Plains_Cell,31.105924749973383,-97.1366994604834
83675afffffffff,WHOLE_VE,Forest_Cell,8.835680362151827,-70.09574005658419
836a6bfffffffff,WHOLE_ET,Forest_Cell,7.803890251586185,36.73817294036739
83f274fffffffff,WHOLE_AQ,Glacial_Cell,-75.07101307010275,-131.5548482659159
830e68fffffffff,CAN-686,Forest_Cell,52.20176132123466,-64.7681823891141
83649dfffffffff,WHOLE_MM,Forest_Cell,19.46634544487347,96.67444240530018
836a58fffffffff,WHOLE_KE,Plains_Cell,4.32593533850585,34.42780900669929
8348d0fffffffff,USA-3524,Desert_Cell,33.02061253632232,-104.0103860678005
837aaafffffffff,WHOLE_SO,Plains_Cell,5.2497104069270755,47.33826905335313
8305abfffffffff,RUS-2612,Ice_Cell,73.30365955713233,126.44011194999395
833153fffffffff,WHOLE_KP,Forest_Cell,40.73342404331196,125.87867497656802
830482fffffffff,RUS-2612,Ice_Cell,65.66607640275609,141.05764049458867
831f5bfffffffff,WHOLE_UA,Forest_Cell,51.2845089704112,26.11112061399147
835502fffffffff,WHOLE_EH,Desert_Cell,23.81443421130668,-12.66504487626075
83248dfffffffff,CHN-1150,Desert_Cell,38.39567437336536,101.47945708113352
834449fffffffff,USA-3528,Forest_Cell,34.122080213245695,-94.25001074983173
830aebfffffffff,RUS-2612,Forest_Cell,67.5284246806145,109.52352898417698
83a961fffffffff,WHOLE_AR,Plains_Cell,-28.548460088282727,-59.098520383549804
838131fffffffff,BRA-624,Forest_Cell,-14.489196017766083,-41.17818351686786
8304d3fffffffff,RUS-2615,Forest_Cell,65.51153116802719,158.7088556029824
83cf8dfffffffff,WHOLE_CL,Plains_Cell,-46.894487724519266,-73.18516429682057
831f50fffffffff,WHOLE_PL,Forest_Cell,53.121992776216956,20.959814810333196
8330cbfffffffff,WHOLE_JP,Forest_Cell,34.478825689518494,131.64265259673894
830b2dfffffffff,RUS-2382,Forest_Cell,64.87956501816755,66.88588073376832
836d14fffffffff,WHOLE_MX,Forest_Cell,15.943126805819318,-97.23612960271875
832693fffffffff,USA-3526,Desert_Cell,39.05352761083675,-110.97901647591863
837a1afffffffff,WHOLE_SO,Plains_Cell,3.63635630797512,45.31165352091989
835f22fffffffff,BRA-594,Plains_Cell,1.5815591143551242,-55.88020954899684
83be5afffffffff,AUS-2654,Forest_Cell,-31.94308043091556,143.6421251538079
83c2ecfffffffff,WHOLE_AR,Plains_Cell,-34.668413381781335,-60.34092035634839
83206dfffffffff,RUS-2399,Forest_Cell,52.99815612887674,85.66468140024988
830aa0fffffffff,RUS-2603,Forest_Cell,59.043563858981955,94.29212413817643
832a94fffffffff,USA-3550,Forest_Cell,41.123445842159185,-83.45278525459545
83405dfffffffff,CHN-1810,Forest_Cell,26.983352009672668,99.00966635373437
83cfaafffffffff,WHOLE_AR,Plains_Cell,-48.37874240157892,-71.60508535398128
83b2e2fffffffff,WHOLE_CL,Forest_Cell,-31.957477325554205,-71.29713063349739
836595fffffffff,WHOLE_KH,Forest_Cell,13.268989665222604,105.7561754169049
830a76fffffffff,RUS-2603,Forest_Cell,68.30560735829152,89.98321884611892
831211fffffffff,CAN-633,Forest_Cell,57.589958844047295,-122.11702812068242
830d09fffffffff,USA-3563,Ice_Cell,68.87978607257573,-149.73944210844047
83bc41fffffffff,ZAF-1189,Forest_Cell,-33.31874344692317,21.832484185467287
83409cfffffffff,CHN-1805,Forest_Cell,35.01909379649473,111.29629198334244
832e74fffffffff,WHOLE_JP,Forest_Cell,36.599524498647504,139.26061790969996
83978cfffffffff,WHOLE_MZ,Plains_Cell,-13.466161659106914,35.06657296328082
83b366fffffffff,WHOLE_BO,Plains_Cell,-19.81056510046768,-63.39496136457176
830e6cfffffffff,CAN-686,Forest_Cell,53.131448917455,-63.62348417400387
831541fffffffff,RUS-2612,Forest_Cell,63.43072821019629,127.03483148149093
83a95dfffffffff,WHOLE_PY,Plains_Cell,-24.925783235260116,-56.94635111806763
8320a3fffffffff,WHOLE_KG,Plains_Cell,39.6164935577262,69.78642985137294
8311a0fffffffff,RUS-2343,Forest_Cell,55.229987487909234,32.71434238041838
8331a2fffffffff,CHN-1811,Plains_Cell,40.971641837861554,113.9707638211702
8326e5fffffffff,USA-3530,Plains_Cell,38.855418908177775,-95.75813249969715
835443fffffffff,WHOLE_ML,Plains_Cell,11.259342795854161,-8.215499467315796
832111fffffffff,WHOLE_KZ,Desert_Cell,47.694422056952185,61.05935530677727
838b8efffffffff,BRA-602,Forest_Cell,-10.3384519960569,-57.304831134430906
8324d8fffffffff,CHN-1150,Mountain_Cell,36.324330597269174,107.17622409991294
8353b3fffffffff,WHOLE_SD,Plains_Cell,20.381481478183108,33.2765857828842
83244bfffffffff,CHN-1838,Plains_Cell,43.557567594132976,114.93868139008427
830a6bfffffffff,RUS-2603,Ice_Cell,74.58170005705101,97.2340605067343
8338e8fffffffff,WHOLE_DZ,Desert_Cell,29.76460464019492,7.075509764604528
832ba5fffffffff,CAN-683,Forest_Cell,48.44149946746097,-70.60490939991928
834365fffffffff,WHOLE_IR,Mountain_Cell,37.11482202039099,59.63666309307221
83584cfffffffff,WHOLE_TD,Plains_Cell,14.263938498171676,16.60710892417362
830880fffffffff,WHOLE_SE,Forest_Cell,60.19121804861822,18.258530119185
83120efffffffff,CAN-632,Forest_Cell,57.52391139393351,-117.00989611115445
835936fffffffff,WHOLE_ML,Desert_Cell,20.972954065048093,-2.257443811804886
83ed4bfffffffff,WHOLE_AQ,Glacial_Cell,-77.27143890171764,161.08315965848234
831050fffffffff,RUS-2383,Forest_Cell,62.7620654575325,56.28925685254479
832c2cfffffffff,WHOLE_GE,Forest_Cell,42.81046726148798,42.92399392568886
8329a9fffffffff,USA-3521,Forest_Cell,36.625627856154615,-120.91045612915225
83a883fffffffff,BRA-601,Forest_Cell,-19.53611026329286,-42.32530339308106
8354f4fffffffff,WHOLE_SN,Plains_Cell,12.89243547472901,-16.190162740583073
830d0efffffffff,USA-3563,Ice_Cell,70.26966610113513,-154.3212312091546
8338d3fffffffff,WHOLE_DZ,Desert_Cell,24.46920993115489,3.401313751578998
83f119fffffffff,WHOLE_AQ,Glacial_Cell,-82.3670728355343,92.35719487297496
833171fffffffff,CHN-1828,Forest_Cell,43.451618341206185,127.92010425014496
831165fffffffff,RUS-2333,Forest_Cell,68.68219015951723,33.06944745424662
838133fffffffff,BRA-624,Forest_Cell,-13.928498259674312,-40.12790177465041
831533fffffffff,RUS-2606,Forest_Cell,56.10927901958484,111.24849280363334
83a781fffffffff,AUS-2651,Desert_Cell,-23.849632552029533,118.19799208387667
8325abfffffffff,WHOLE_MN,Desert_Cell,45.1900720553673,94.60223581765786
830601fffffffff,WHOLE_GL,Glacial_Cell,68.56937239377702,-31.353691532678305
835300fffffffff,WHOLE_SA,Desert_Cell,26.39208224573115,41.059516063095835
83aca4fffffffff,WHOLE_NA,Desert_Cell,-23.273432008146457,16.55142910797713
831280fffffffff,CAN-633,Forest_Cell,54.007523729424534,-128.00411047299252
8320adfffffffff,WHOLE_KG,Plains_Cell,41.86188674868306,72.61699673020367
83be4cfffffffff,AUS-2656,Forest_Cell,-36.23969309107755,141.48682837052684
8338e5fffffffff,WHOLE_DZ,Desert_Cell,31.462729312415796,4.293914825704042
83f032fffffffff,WHOLE_AQ,Glacial_Cell,-78.58717491686897,89.12169062001448
83399efffffffff,WHOLE_MA,Desert_Cell,28.90588038066341,-9.057738524248071
830812fffffffff,WHOLE_SE,Forest_Cell,62.14111708908466,13.049874451533794
8324a9fffffffff,CHN-1838,Desert_Cell,40.232903237610536,101.29378103202507
8340adfffffffff,CHN-1807,Forest_Cell,30.514557654037166,109.44105792776821
8344f5fffffffff,USA-3542,Plains_Cell,30.011817883793643,-82.95411289012155
83261afffffffff,USA-3532,Plains_Cell,40.581755306447675,-100.53590289618771
83bee8fffffffff,AUS-2654,Plains_Cell,-30.678090641239802,145.4829310237609
830746fffffffff,WHOLE_IS,Forest_Cell,65.50273440347917,-17.35301972092085
832984fffffffff,USA-3521,Desert_Cell,35.69805215900969,-116.0480968957406
836b99fffffffff,WHOLE_CD,Forest_Cell,5.0004638080808474,19.88305605227439
835340fffffffff,WHOLE_SA,Desert_Cell,24.848216014898572,48.98799500055933
83f18dfffffffff,WHOLE_AQ,Glacial_Cell,-78.17939770114475,94.18632648944653
836082fffffffff,IND-2447,Forest_Cell,19.445766197173445,76.63661309173598
83ef61fffffffff,WHOLE_AQ,Glacial_Cell,-75.49876789440398,-79.25604845117364
832408fffffffff,WHOLE_MN,Desert_Cell,44.29695844939228,105.137715795586
837ac2fffffffff,WHOLE_ET,Plains_Cell,7.412013062808789,42.12417628314608
8312c2fffffffff,CAN-633,Forest_Cell,50.93246444662805,-118.02635761967392
835506fffffffff,WHOLE_EH,Desert_Cell,24.914013200983526,-12.385386532321231
8320dcfffffffff,CHN-1756,Desert_Cell,39.31556123066593,81.60831389913088
838311fffffffff,WHOLE_AO,Plains_Cell,-10.044854842425778,13.90963385218853
834004fffffffff,CHN-1152,Forest_Cell,25.97713702040214,109.97795624259132
83556bfffffffff,WHOLE_ML,Desert_Cell,18.041332877787553,-3.3015280020192876
833f81fffffffff,WHOLE_LY,Desert_Cell,28.202692185820407,15.027434842274344
838103fffffffff,BRA-624,Forest_Cell,-11.58305535340472,-42.160596451157325
8359a5fffffffff,WHOLE_ML,Plains_Cell,17.333095602291053,-1.6053673460499147
836a21fffffffff,WHOLE_SD,Plains_Cell,10.179845067108166,26.929121288254496
8340f6fffffffff,CHN-1809,Forest_Cell,32.1033552518127,107.77277199181776
83068efffffffff,WHOLE_GL,Ice_Cell,71.71440727153566,-54.0406860178461
832cd6fffffffff,WHOLE_IR,Mountain_Cell,33.60846860999284,51.955174450126826
8311a2fffffffff,RUS-2343,Forest_Cell,54.28644468748483,33.4666095927283
830b9efffffffff,RUS-2603,Plains_Cell,55.726839324398284,90.39842157746999
838cadfffffffff,IDN-1229,Forest_Cell,-5.135080289490176,105.3671535120075
836b62fffffffff,WHOLE_SD,Plains_Cell,15.729288655825751,29.732012183281498
835265fffffffff,WHOLE_SA,Desert_Cell,21.349910320414086,51.81064164521135
834576fffffffff,WHOLE_MX,Forest_Cell,19.63825739836972,-90.4923864599248
836936fffffffff,WHOLE_VN,Forest_Cell,13.762557076353184,108.04067235406812
835801fffffffff,WHOLE_NE,Plains_Cell,14.16558591080566,7.460010574434954
8352f1fffffffff,WHOLE_YE,Desert_Cell,13.34065773336439,44.53612240311138
8314eefffffffff,RUS-2614,Forest_Cell,53.69660791640075,138.6422838951087
83a8ccfffffffff,BRA-1294,Plains_Cell,-15.240554221152925,-51.53479232290383
83f288fffffffff,WHOLE_AQ,Glacial_Cell,-85.12217813245833,-103.36156863459186
8310f0fffffffff,RUS-3200,Forest_Cell,56.975416581132286,54.229988150425136
832d8bfffffffff,WHOLE_IQ,Desert_Cell,35.141581351845524,42.35467165974231
833c8dfffffffff,IND-3257,Forest_Cell,22.112019795130514,87.52421922102687
8394e6fffffffff,AUS-2651,Plains_Cell,-14.885209148438134,127.3590534516461
835958fffffffff,WHOLE_NE,Desert_Cell,18.072627187660622,10.564274881810793
8372defffffffff,WHOLE_PG,Forest_Cell,-4.889120002830626,143.06790731176056
